job_role,salary_usd,salary_percentile,skill_demand_score,hiring_difficulty_score
NLP Engineer,95547,23,84,84.38283335798334
Machine Learning Engineer,101594,35,72,66.08376172529361
Data Analyst,70564,6,71,48.99132059130871
Data Scientist,105249,56,32,85.36242790157944
Machine Learning Engineer,111530,53,83,89.75736911943245
NLP Engineer,62191,61,27,69.24706321289216
NLP Engineer,74184,58,97,13.113794137703252
NLP Engineer,59884,9,12,59.266594797206935
Data Scientist,158963,76,28,64.18893213903772
Computer Vision Engineer,31431,31,8,20.634353365094512
Data Analyst,117362,43,74,73.28952902663065
Machine Learning Engineer,141440,6,16,64.24500070044161
Machine Learning Engineer,113268,74,98,32.05144347014904
Data Scientist,147370,83,11,47.47239850456406
Data Analyst,106360,52,24,65.96756680751302
Research Scientist,199680,49,39,95.34722057432268
Data Analyst,28000,81,73,40.31616713924474
Data Analyst,98725,61,52,57.10918065679341
Research Scientist,93965,37,4,81.20060920873827
Data Analyst,109972,62,4,57.2417241898284
Machine Learning Engineer,94593,54,41,47.5192410990266
Data Scientist,135762,56,29,22.54398712522007
NLP Engineer,52413,42,57,46.205109822359745
AI Engineer,60848,72,97,74.02520349810816
Research Scientist,116768,69,20,58.04997737953863
Software Engineer AI,60632,41,93,33.00131997880072
Machine Learning Engineer,72994,46,93,66.23523964803817
Data Analyst,46474,16,60,32.83076931835211
Machine Learning Engineer,120455,6,6,44.22764755405537
NLP Engineer,38822,87,87,49.97222188525621
Research Scientist,130763,74,47,51.118513716854395
NLP Engineer,156781,47,83,60.58391047669413
Research Scientist,89515,96,70,59.49469310044665
Machine Learning Engineer,82061,53,69,36.992022047802536
Data Scientist,56898,77,27,41.458979105326584
Machine Learning Engineer,34962,11,34,74.0270726290419
NLP Engineer,65991,66,5,47.73729555972387
Software Engineer AI,95113,62,92,54.12364512604668
Software Engineer AI,58139,76,89,48.54724654575388
Machine Learning Engineer,141589,9,96,56.48628633765701
AI Engineer,115482,57,64,45.7832839100395
Software Engineer AI,135402,98,68,80.39016341910892
Computer Vision Engineer,56168,79,16,76.44387655575011
Data Scientist,68139,77,77,67.97623106991587
Software Engineer AI,129051,3,87,70.16602664185098
Research Scientist,139992,1,7,52.64081317028955
NLP Engineer,160925,18,6,75.11681719534889
Data Analyst,76414,92,29,47.95533149538392
NLP Engineer,29103,40,17,46.19215307532212
NLP Engineer,75554,22,36,66.10766561220214
Data Analyst,86478,39,7,42.86171902350998
Software Engineer AI,139082,81,78,69.72104451645953
AI Engineer,99745,63,71,26.362778825112155
Data Analyst,97610,68,60,37.78004377195158
Machine Learning Engineer,230966,70,71,65.90034119932149
Machine Learning Engineer,120159,13,48,49.57074244927899
NLP Engineer,62341,45,35,69.33924128881776
Data Scientist,75582,31,11,48.36593607578823
NLP Engineer,66368,61,67,29.713038713188723
Computer Vision Engineer,66379,46,11,94.35257206798067
Data Analyst,114366,93,88,84.29256686171247
AI Engineer,88146,52,1,31.419398160874913
Data Scientist,111818,35,7,32.04023714568247
Machine Learning Engineer,38585,35,28,66.9175106650245
Data Analyst,131840,39,8,84.08365816981028
Machine Learning Engineer,69565,22,42,45.17539835956968
Research Scientist,68356,92,63,56.84362788062733
NLP Engineer,31983,55,28,55.26898736176797
AI Engineer,59879,28,15,62.022550286895985
Computer Vision Engineer,74965,72,38,71.74947281246065
Data Scientist,63663,14,77,73.28855671394743
Data Scientist,119384,60,82,56.76572882806859
Research Scientist,101463,12,85,54.71441146084308
Software Engineer AI,77295,49,95,65.54963915084393
Data Scientist,66825,100,66,64.1121943884141
Data Scientist,158848,74,37,44.61961333068635
Machine Learning Engineer,172263,58,99,73.3709394877749
Data Scientist,154911,32,19,38.68097725859743
Computer Vision Engineer,79574,84,31,40.032457271232744
Machine Learning Engineer,125420,69,95,51.82511630367366
NLP Engineer,126276,43,44,52.564927945013
Machine Learning Engineer,70702,74,22,43.35987618041054
Computer Vision Engineer,168613,41,95,50.947695626241426
NLP Engineer,101515,51,18,73.5739755678378
Data Analyst,74842,74,29,62.78113862233295
Data Scientist,131463,82,49,52.64073688981476
Machine Learning Engineer,114286,93,88,51.74270038094728
AI Engineer,156177,88,6,61.675393521487834
Computer Vision Engineer,122560,96,39,53.8882331848744
Data Scientist,96960,76,55,60.0967477341256
Computer Vision Engineer,103071,87,29,51.13413458734232
Data Scientist,181550,54,94,27.38477385064264
AI Engineer,68064,39,63,70.26839273254805
Data Analyst,89310,30,43,33.959813089205916
AI Engineer,149192,65,94,90.65991330569514
NLP Engineer,39442,49,42,70.78980763162318
Software Engineer AI,28000,3,81,64.09800745517573
Software Engineer AI,140579,81,55,37.523715837740205
Computer Vision Engineer,59302,59,70,31.951799049359643
Data Scientist,66938,48,27,28.215165905595196
AI Engineer,102087,23,67,57.282301205161616
AI Engineer,92747,88,57,21.644482749153248
Research Scientist,175802,13,8,56.32669706544343
Data Scientist,70876,87,14,56.89417585001782
Data Analyst,102131,13,2,74.4194153152323
Software Engineer AI,153684,15,45,80.3369505980769
Machine Learning Engineer,101219,40,24,37.02698213428329
Computer Vision Engineer,41251,4,64,49.48999656735438
Data Scientist,96169,78,85,50.363384572956704
Research Scientist,157391,51,73,82.38996737507652
AI Engineer,117149,99,24,26.151611146897885
NLP Engineer,62634,61,53,56.026799653167366
Machine Learning Engineer,105382,58,28,30.79753632012285
Machine Learning Engineer,93287,93,3,66.90354998356821
Data Scientist,63571,72,81,31.43397291697516
Data Scientist,151444,3,71,59.058035563850936
Computer Vision Engineer,75805,10,89,54.097935872210535
Data Scientist,80292,54,80,54.70064459755259
AI Engineer,155809,50,37,73.55727325133186
AI Engineer,78216,68,41,56.999593229254955
NLP Engineer,130208,62,80,78.55699592786651
AI Engineer,86555,67,32,56.773726756322375
NLP Engineer,51315,61,47,31.704528788028696
AI Engineer,74774,27,97,56.16031528509776
Data Scientist,107855,91,89,50.75516410821647
NLP Engineer,61102,65,76,41.48394027838458
Data Scientist,223840,60,26,88.3437243318685
Software Engineer AI,89441,54,34,44.22515685328159
Data Analyst,28000,49,44,42.88747283047044
AI Engineer,32736,8,80,37.80872269752832
Computer Vision Engineer,100178,46,88,68.04394079662343
Data Scientist,35249,87,68,30.527587108185937
AI Engineer,77445,11,6,80.40171248319768
Research Scientist,68624,57,6,41.53707352830021
Research Scientist,49918,66,89,30.07139956774593
Machine Learning Engineer,93682,40,29,54.98001786155152
Computer Vision Engineer,184190,4,60,98.20565793577995
Software Engineer AI,167783,61,28,69.9281849810249
AI Engineer,63602,19,70,60.45188554122696
NLP Engineer,113123,15,15,45.776596097002205
Data Scientist,77013,31,83,43.74342834542109
Machine Learning Engineer,149023,85,70,51.853704676074685
NLP Engineer,65094,8,1,80.4885332070377
Data Analyst,28000,87,10,38.698986118355535
Data Analyst,36831,29,78,82.73369042755672
Research Scientist,71299,94,10,52.75783147611097
Software Engineer AI,147095,12,65,45.12720305066504
Research Scientist,83241,94,84,80.40207119922592
NLP Engineer,111100,2,93,51.12248267572784
Data Analyst,67912,55,34,45.700033972951914
Data Scientist,79316,78,54,62.206286132797096
Data Analyst,37244,17,22,35.940795049486916
Data Scientist,67543,50,73,36.66828068164094
Data Scientist,88455,20,5,57.082882368507136
AI Engineer,110468,78,89,56.60771461535545
AI Engineer,83437,89,82,47.17493658174523
Research Scientist,259166,22,44,41.72988755834155
Software Engineer AI,140138,66,95,25.61070837318096
AI Engineer,76813,43,20,72.4163008513195
NLP Engineer,123596,3,12,12.189866917039891
Data Scientist,107875,71,30,68.24801253298016
Data Scientist,172238,79,93,52.05267144651553
Data Scientist,60433,57,57,57.7690237184483
Research Scientist,78845,19,90,60.04507440547223
Data Analyst,83232,85,99,35.29672485035772
Software Engineer AI,66770,25,2,85.10358668338081
Software Engineer AI,161964,78,33,77.97000050494538
Computer Vision Engineer,160669,5,8,78.40292360340294
Software Engineer AI,98033,1,52,45.698437165118065
Research Scientist,178147,43,93,93.93058410012118
Research Scientist,76765,58,33,57.66066805297216
Data Scientist,135387,12,29,81.81074292496933
AI Engineer,150499,19,80,80.68431808616258
Research Scientist,70206,84,98,54.84542502512264
Machine Learning Engineer,81836,52,23,57.24929690504999
Research Scientist,190526,70,93,67.94219944832156
Computer Vision Engineer,121078,24,88,49.42483547586917
Data Scientist,97381,100,52,53.97218351690746
AI Engineer,56684,79,11,48.82479234266995
Computer Vision Engineer,182961,55,97,53.16443062055025
NLP Engineer,77750,87,83,60.318122023453235
AI Engineer,149998,55,33,84.19745179718097
Research Scientist,122399,40,92,18.644096825979204
Machine Learning Engineer,140954,40,53,44.614491673878376
Data Analyst,28000,66,98,20.61790776499417
NLP Engineer,92139,100,13,82.32539056550384
Data Analyst,125875,3,21,29.64741307650986
AI Engineer,105859,19,70,68.28777951959624
Computer Vision Engineer,82484,94,36,45.96683066684298
NLP Engineer,93014,51,44,65.15066752712785
Machine Learning Engineer,66397,6,63,60.18858567017406
Data Scientist,89427,69,76,78.05325290294367
AI Engineer,28000,74,47,69.1325743194454
NLP Engineer,156151,66,11,61.998319378693395
Computer Vision Engineer,79617,18,86,20.21884903923975
Computer Vision Engineer,130490,73,1,59.55602136180955
Computer Vision Engineer,57839,74,30,62.54924547412078
NLP Engineer,143034,18,75,46.735387366263154
Machine Learning Engineer,185986,30,8,60.28946773031521
Research Scientist,113987,33,82,44.63303882288555
Data Analyst,41259,14,95,41.26749164307403
Research Scientist,47258,57,98,74.06944174878274
Data Analyst,44528,74,33,78.91691477365055
Research Scientist,69221,91,80,74.01592991947423
Machine Learning Engineer,63170,18,62,40.47897812053627
AI Engineer,57008,65,37,59.65736655788346
AI Engineer,176704,19,56,14.95475222335002
AI Engineer,59791,17,97,25.655660728641987
Data Analyst,100792,56,9,35.67878118669742
AI Engineer,123005,35,73,47.66766133661194
AI Engineer,76591,11,63,79.35768557946446
Computer Vision Engineer,32337,66,88,82.14046985037538
Data Scientist,124163,93,35,61.98342559857964
Software Engineer AI,32791,59,10,46.12170100290174
AI Engineer,145607,7,92,35.3551690055756
Software Engineer AI,158821,85,51,76.68382790708556
Data Analyst,131414,17,29,70.7566859020529
NLP Engineer,39253,44,28,54.779614894900995
Data Scientist,140828,4,68,88.55071051014136
Software Engineer AI,83224,82,36,41.52171201010553
Data Analyst,62260,37,39,72.17714163780424
Machine Learning Engineer,123740,66,64,50.55270723074671
Data Scientist,46965,41,98,68.91429027446986
Data Scientist,115732,52,67,66.22468077762696
Research Scientist,118413,21,73,49.30006338910418
Computer Vision Engineer,126249,61,47,54.087390684957086
Software Engineer AI,164570,83,9,72.43536654828168
Data Scientist,134460,95,79,45.427171066568334
Data Analyst,105472,50,14,17.788252186755308
Machine Learning Engineer,101119,54,38,47.126634545899954
NLP Engineer,234792,25,21,55.093345789107495
NLP Engineer,206364,89,16,57.15500893342568
NLP Engineer,98588,69,53,47.947907295612715
AI Engineer,107294,54,92,85.2326417484882
Machine Learning Engineer,152296,48,95,53.96332434158551
Data Scientist,93302,96,43,56.91076762519338
Software Engineer AI,62326,37,79,34.859600210555854
AI Engineer,87527,43,86,84.24630696370372
Computer Vision Engineer,148369,2,85,39.12768861287333
Data Analyst,116206,74,22,62.55092858593266
Research Scientist,191841,13,63,23.93633575282487
Computer Vision Engineer,89630,33,94,45.55549222140856
Research Scientist,78649,25,65,47.30203251737664
Software Engineer AI,95761,66,87,39.22069047908472
Data Scientist,82090,49,53,57.00077762501586
Data Scientist,170929,1,100,54.410024990341206
Data Scientist,64329,69,94,58.55820214684559
AI Engineer,144097,14,69,71.22152015167237
Data Analyst,66849,77,79,64.57905583110744
Software Engineer AI,72385,6,30,65.72363787890528
Data Scientist,146970,79,85,81.56194972317553
Research Scientist,79901,12,23,80.37655912543482
AI Engineer,139131,78,78,63.15842176375271
Computer Vision Engineer,149962,84,73,65.04095271025716
Data Scientist,119778,48,57,53.08357239187103
NLP Engineer,136116,39,1,60.692529584063536
Data Analyst,44682,42,49,49.52344657161215
NLP Engineer,94573,16,41,70.31512477342142
Research Scientist,143778,81,90,38.982855866798374
Computer Vision Engineer,86913,9,83,68.88876624357525
Machine Learning Engineer,118760,15,90,55.050703227663625
AI Engineer,53365,71,27,49.81946848789467
Data Analyst,69520,27,96,37.074877736542106
Machine Learning Engineer,41060,18,85,71.0444556795515
Data Scientist,69119,48,17,53.08538519839156
Data Analyst,63472,62,90,62.930563159359934
Computer Vision Engineer,149343,38,40,67.78211955536548
Research Scientist,41265,43,77,59.09388994311301
Computer Vision Engineer,152123,42,49,78.01553255398588
Research Scientist,98615,12,44,65.24058627694733
NLP Engineer,89664,18,6,59.27190000443919
Machine Learning Engineer,143404,62,22,29.559322992615144
Software Engineer AI,105432,57,33,34.457054372422434
NLP Engineer,82457,97,29,33.4171119145522
Data Scientist,110431,53,3,4.5531722008988
Data Analyst,83545,82,2,57.59959216282665
Machine Learning Engineer,41715,48,25,24.72188165294336
Data Analyst,113094,25,16,59.845304148922075
Software Engineer AI,61556,38,89,68.01210264743449
NLP Engineer,186597,23,66,46.44992159867202
Research Scientist,90895,38,81,46.84711325538096
Machine Learning Engineer,85911,43,94,68.52699012999472
Data Scientist,138053,35,17,54.80080178013921
NLP Engineer,86825,11,100,30.033320256884313
Research Scientist,83392,18,65,95.06772623122794
Research Scientist,99952,98,48,49.91034642890046
Data Scientist,58099,88,52,64.68361152327378
Research Scientist,95560,4,33,69.53145420374798
NLP Engineer,77546,39,19,56.32066949511159
Research Scientist,97563,23,80,66.00333190640994
Data Analyst,86641,95,50,48.36476802406192
Machine Learning Engineer,95993,33,13,30.400698278037986
Computer Vision Engineer,171419,53,18,59.9476016344801
Data Analyst,59078,89,91,68.22116384834506
Research Scientist,66080,76,71,77.67212071147894
Research Scientist,163259,3,95,62.78101665687608
AI Engineer,138625,87,39,51.265594247553146
Data Scientist,136076,49,85,75.51101187577737
Software Engineer AI,98555,67,73,33.90123610420445
Data Scientist,176865,41,67,68.90004408608876
Computer Vision Engineer,69083,20,69,50.05651759901114
Data Analyst,124629,7,18,69.0680929352013
Computer Vision Engineer,146402,2,18,52.36992226526298
Software Engineer AI,57366,71,6,45.33353496842776
NLP Engineer,201745,18,28,65.67905968281465
AI Engineer,141705,90,76,78.35722566152606
Computer Vision Engineer,172149,14,39,53.14696125983545
Data Analyst,43690,48,3,58.24178264303876
AI Engineer,85455,70,3,82.46412045943164
NLP Engineer,149990,82,7,48.94091993159141
Software Engineer AI,127459,44,33,50.25231385906511
Data Analyst,41322,84,23,61.4623185565482
Research Scientist,139011,46,85,47.74285611373748
Computer Vision Engineer,46267,84,51,56.03010417346075
Computer Vision Engineer,69436,19,27,75.86082893353749
Data Analyst,116763,66,11,74.47674398668832
Software Engineer AI,171212,69,31,60.86575528340008
AI Engineer,106427,36,63,52.63829134364917
NLP Engineer,139691,38,63,94.01218730579262
Research Scientist,122465,100,58,52.84100496647484
AI Engineer,62258,100,47,68.33203478126968
Computer Vision Engineer,163715,25,54,75.14392519768441
Data Analyst,50685,48,39,70.51892517779436
Machine Learning Engineer,126460,83,72,53.170642055898824
Research Scientist,73188,58,40,52.58735111614766
Software Engineer AI,112509,56,82,40.877926165717746
AI Engineer,72724,75,78,47.16835793001365
Data Scientist,28000,82,90,51.50437556688924
Research Scientist,196115,51,82,47.25762983308085
Data Analyst,98057,32,79,43.74678197074162
Data Scientist,29547,25,50,67.4902673391992
Machine Learning Engineer,71693,67,94,63.70707121501917
Machine Learning Engineer,81057,10,2,76.3216191536878
Computer Vision Engineer,127825,3,46,42.83405695912511
Machine Learning Engineer,141438,14,12,60.22698411418757
Data Analyst,81145,85,40,43.996531332987274
Software Engineer AI,186318,10,32,39.862397750188464
Machine Learning Engineer,28000,44,86,18.89355868167535
Data Scientist,105230,8,79,56.09002065159417
